UNIQUE_IDENTIFIER,LOCAL_DEPARTURE_AT,LOCAL_ACTUAL_DEPARTURE_AT,LOCAL_ARRIVAL_AT,LOCAL_ACTUAL_ARRIVAL_AT,GMT_DEPARTURE_AT,GMT_ACTUAL_DEPARTURE_AT,GMT_ARRIVAL_AT,GMT_ACTUAL_ARRIVAL_AT,DEPARTURE_AIRPORT_CODE,ARRIVAL_AIRPORT_CODE,AIRLINE_CODE,DELAY_MINS,ARRIVAL_STATUS,CREATED_AT,UPDATED_AT
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,2021-06-05 17:56:00.000,2021-06-05 18:55:00.000,,2021-06-05 17:00:00.000,2021-06-05 16:56:00.000,2021-06-05 17:55:00.000,,LIS,OPO,EY,,NS,2021-05-27 23:36:57.000,2021-06-05 17:37:26.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,2021-06-05 17:00:00.000,2021-06-05 19:05:00.000,2021-06-05 18:39:00.000,2021-06-05 15:15:00.000,2021-06-05 15:00:00.000,2021-06-05 18:05:00.000,2021-06-05 17:39:00.000,AGP,LGW,U2,-26,EY,2021-05-27 23:50:58.000,2021-06-05 17:37:27.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,2021-06-05 17:00:00.000,2021-06-05 19:05:00.000,2021-06-05 18:39:00.000,2021-06-05 15:15:00.000,2021-06-05 15:00:00.000,2021-06-05 18:05:00.000,2021-06-05 17:39:00.000,AGP,LGW,U2,-26,EY,2021-05-27 23:50:58.000,2021-06-05 17:38:16.000
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,2021-06-05 17:56:00.000,2021-06-05 18:55:00.000,2021-06-05 18:39:00.000,2021-06-05 17:00:00.000,2021-06-05 16:56:00.000,2021-06-05 17:55:00.000,2021-06-05 17:39:00.000,LIS,OPO,EY,-16,EY,2021-05-27 23:36:57.000,2021-06-05 17:47:06.000
EY-1567-20210605-LIS-OPO,2021-06-05 18:00:00.000,2021-06-05 17:56:00.000,2021-06-05 18:55:00.000,2021-06-05 18:43:00.000,2021-06-05 17:00:00.000,2021-06-05 16:56:00.000,2021-06-05 17:55:00.000,2021-06-05 17:43:00.000,LIS,OPO,EY,-12,EY,2021-05-27 23:36:57.000,2021-06-05 17:47:51.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:15:21.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:50:10.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:51:35.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:52:33.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,,LCY,AMS,KL,,NS,2022-07-24 00:40:19.000,2022-08-01 09:54:26.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,2022-08-01 10:10:00.000,2022-08-01 12:10:00.000,2022-08-01 12:00:00.000,2022-08-01 09:00:00.000,2022-08-01 09:10:00.000,2022-08-01 10:10:00.000,2022-08-01 10:00:00.000,LCY,AMS,KL,-10,EY,2022-07-24 00:40:19.000,2022-08-01 10:03:31.000
IB-5248-20211117-LPA-SVQ,2021-11-17 15:05:00.000,,2021-11-17 18:20:00.000,,2021-11-17 15:05:00.000,,2021-11-17 17:20:00.000,,LPA,SVQ,IB,,,2021-11-09 02:41:29.000,2021-11-17 00:16:41.000
AM-6902-20211221-MAD-FRA,2021-12-21 07:05:00.000,,2021-12-21 09:50:00.000,,2021-12-21 06:05:00.000,,2021-12-21 08:50:00.000,,MAD,FRA,AM,,OT,2021-12-13 00:33:45.000,2021-12-20 22:14:56.000
AM-6902-20211221-MAD-FRA,2021-12-21 07:05:00.000,,2021-12-21 09:50:00.000,,2021-12-21 06:05:00.000,,2021-12-21 08:50:00.000,,MAD,FRA,AM,,EY,2021-12-13 00:33:45.000,2021-12-21 00:31:59.000
AM-6902-20211221-MAD-FRA,2021-12-21 07:05:00.000,2021-12-21 07:03:00.000,2021-12-21 09:50:00.000,,2021-12-21 06:05:00.000,2021-12-21 06:03:00.000,2021-12-21 08:50:00.000,,MAD,FRA,AM,,EY,2021-12-13 00:33:45.000,2021-12-21 06:06:59.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,,2021-10-09 11:45:00.000,,LPA,MAD,EY,,OT,2021-09-30 23:47:17.000,2021-10-08 15:54:50.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,,2021-10-09 11:45:00.000,,LPA,MAD,EY,,OT,2021-09-30 23:47:17.000,2021-10-08 15:58:23.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,2021-10-09 10:00:00.000,2021-10-09 13:45:00.000,,2021-10-09 09:00:00.000,2021-10-09 09:00:00.000,2021-10-09 11:45:00.000,,LPA,MAD,EY,,NS,2021-09-30 23:47:17.000,2021-10-09 11:38:16.000
EY-4390-20211009-LPA-MAD,2021-10-09 10:00:00.000,2021-10-09 10:00:00.000,2021-10-09 13:45:00.000,2021-10-09 13:43:00.000,2021-10-09 09:00:00.000,2021-10-09 09:00:00.000,2021-10-09 11:45:00.000,2021-10-09 11:43:00.000,LPA,MAD,EY,-2,EY,2021-09-30 23:47:17.000,2021-10-09 11:48:17.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,,PMI,DUS,EW,,NS,2021-09-30 23:46:49.000,2021-10-09 18:02:53.000
EW-9593-20211009-PMI-DUS,2021-10-09 17:50:00.000,,2021-10-09 20:15:00.000,2021-10-09 20:03:00.000,2021-10-09 15:50:00.000,,2021-10-09 18:15:00.000,2021-10-09 18:03:00.000,PMI,DUS,EW,-12,EY,2021-09-30 23:46:49.000,2021-10-09 18:12:19.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 15:01:53.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 15:06:59.000
LS-1204-20211120-AGP-BHX,2021-11-20 15:30:00.000,2021-11-20 15:26:00.000,2021-11-20 17:35:00.000,,2021-11-20 14:30:00.000,2021-11-20 14:26:00.000,2021-11-20 17:35:00.000,,AGP,BHX,LS,,NS,2021-11-12 01:41:16.000,2021-11-20 16:43:46.000
KL-988-20220801-LCY-AMS,2022-08-01 10:00:00.000,,2022-08-01 12:10:00.000,,2022-08-01 09:00:00.000,,2022-08-01 10:10:00.000,,LCY,AMS,KL,,,2022-07-24 00:40:19.000,2022-08-01 08:17:09.000
IB-5214-20220714-MAD-IBZ,2022-07-14 20:50:00.000,2022-07-14 21:02:00.000,2022-07-14 22:05:00.000,,2022-07-14 18:50:00.000,2022-07-14 19:02:00.000,2022-07-14 20:05:00.000,,MAD,IBZ,IB,,NS,2022-07-06 00:44:56.000,2022-07-15 14:45:48.000
IB-5310-20221218-SVQ-TFN,2022-12-18 20:50:00.000,,2022-12-18 22:05:00.000,,2022-12-18 19:50:00.000,,2022-12-18 22:05:00.000,,SVQ,TFN,IB,,DY,2022-12-10 10:26:42.000,2022-12-18 20:16:00.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,2021-12-20 10:04:00.000,2021-12-20 14:05:00.000,,2021-12-20 09:05:00.000,2021-12-20 09:04:00.000,2021-12-20 13:05:00.000,,MAD,ARN,IB,,DY,2021-12-12 00:48:19.000,2021-12-20 09:16:58.000
IB-3314-20211220-MAD-ARN,2021-12-20 10:05:00.000,2021-12-20 10:04:00.000,2021-12-20 14:05:00.000,,2021-12-20 09:05:00.000,2021-12-20 09:04:00.000,2021-12-20 13:05:00.000,,MAD,ARN,IB,,DY,2021-12-12 00:48:19.000,2021-12-20 10:09:34.000
IB-5391-20221130-VLC-PMI,2022-11-30 22:15:00.000,,2022-11-30 23:10:00.000,,2022-11-30 21:15:00.000,,2022-11-30 22:10:00.000,,VLC,PMI,IB,,EY,2022-11-22 01:49:52.000,2022-11-30 21:35:14.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,2021-06-05 17:00:00.000,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,2021-06-05 15:00:00.000,2021-06-05 18:05:00.000,,AGP,LGW,U2,,EY,2021-05-27 23:50:58.000,2021-06-05 15:07:42.000
U2-8610-20210605-AGP-LGW,2021-06-05 17:15:00.000,2021-06-05 17:00:00.000,2021-06-05 19:05:00.000,,2021-06-05 15:15:00.000,2021-06-05 15:00:00.000,2021-06-05 18:05:00.000,,AGP,LGW,U2,,EY,2021-05-27 23:50:58.000,2021-06-05 15:19:41.000
KL-932-20220616-DUB-AMS,2022-06-16 05:55:00.000,,2022-06-16 08:40:00.000,,2022-06-16 04:55:00.000,,2022-06-16 06:40:00.000,,DUB,AMS,KL,,,2022-06-08 00:15:47.000,2022-06-15 15:58:08.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 13:30:01.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,EY,2023-09-12 06:02:21.000,2023-10-11 13:30:01.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 13:26:56.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,2023-11-22 14:20:00.000,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,2023-11-22 13:20:00.000,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,NS,2023-10-24 00:47:02.000,2023-11-22 14:58:03.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,2023-12-23 11:10:00.000,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,2023-12-23 10:10:00.000,2023-12-23 12:05:00.000,,MUC,PMI,EW,,NS,2023-11-24 01:36:48.000,2023-12-23 12:13:38.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,OT,2023-06-16 02:58:21.000,2023-06-28 14:24:36.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,,2023-06-30 15:45:00.000,,DUB,LHR,EI,,OT,2023-06-16 02:58:21.000,2023-06-28 14:24:36.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,OT,2023-09-12 06:02:21.000,2023-10-11 06:14:34.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 12:28:18.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 12:28:18.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,DY,2023-09-12 06:02:21.000,2023-10-11 12:28:18.000
IB-5810-20230901-VLC-ORY,2023-09-01 20:30:00.000,,2023-09-01 22:35:00.000,,2023-09-01 18:30:00.000,,2023-09-01 20:35:00.000,,VLC,ORY,IB,,EY,2023-08-18 03:23:47.000,2023-09-01 18:29:34.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,DY,2023-11-23 01:33:29.000,2023-12-22 16:59:14.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,,2023-12-22 23:45:00.000,,2023-12-22 20:55:00.000,,2023-12-22 22:45:00.000,,CDG,BCN,IB,,DY,2023-11-23 01:33:29.000,2023-12-22 21:14:35.000
EW-6891-20231223-MUC-PMI,2023-12-23 10:55:00.000,,2023-12-23 13:05:00.000,,2023-12-23 09:55:00.000,,2023-12-23 12:05:00.000,,MUC,PMI,EW,,,2023-11-24 01:36:48.000,2023-12-16 02:13:38.000
IB-5523-20231222-CDG-BCN,2023-12-22 21:55:00.000,2023-12-22 22:04:00.000,2023-12-22 23:45:00.000,2023-12-22 23:43:00.000,2023-12-22 20:55:00.000,2023-12-22 21:04:00.000,2023-12-22 22:45:00.000,2023-12-22 22:43:00.000,CDG,BCN,IB,-2,EY,2023-11-23 01:33:29.000,2023-12-22 22:56:59.000
AF-4839-20230608-MAD-IBZ,2023-06-08 08:15:00.000,,2023-06-08 09:30:00.000,,2023-06-08 06:15:00.000,,2023-06-08 07:30:00.000,,MAD,IBZ,AF,,,2023-05-30 01:26:11.000,2023-05-30 01:26:11.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,DY,2023-06-16 02:58:21.000,2023-06-30 15:15:29.000
IB-141-20231020-TFN-LPA,2023-10-20 17:00:00.000,,2023-10-20 17:30:00.000,,2023-10-20 16:00:00.000,,2023-10-20 16:30:00.000,,TFN,LPA,IB,,,2023-09-21 02:43:20.000,2023-09-21 02:43:20.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,,2023-10-24 00:47:03.000,2023-10-24 00:47:03.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 01:55:01.000
EI-8337-20230630-DUB-LHR,2023-06-30 15:20:00.000,2023-06-30 16:15:00.000,2023-06-30 16:45:00.000,,2023-06-30 14:20:00.000,2023-06-30 15:15:00.000,2023-06-30 15:45:00.000,,DUB,LHR,EI,,NS,2023-06-16 02:58:21.000,2023-06-30 16:24:32.000
B6-2289-20231011-AMS-JFK,2023-10-11 13:35:00.000,,2023-10-11 16:20:00.000,,2023-10-11 11:35:00.000,,2023-10-11 20:20:00.000,,AMS,JFK,B6,,OT,2023-09-12 06:02:21.000,2023-10-11 00:58:39.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,OT,2023-10-24 00:47:02.000,2023-11-22 07:47:20.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,DY,2023-10-24 00:47:02.000,2023-11-22 11:22:20.000
QR-3758-20231122-SVQ-BCN,2023-11-22 14:20:00.000,2023-11-22 14:17:00.000,2023-11-22 15:55:00.000,,2023-11-22 13:20:00.000,2023-11-22 13:17:00.000,2023-11-22 14:55:00.000,,SVQ,BCN,QR,,DY,2023-10-24 00:47:02.000,2023-11-22 13:34:52.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,2023-11-11 19:31:00.000,2023-11-12 09:20:00.000,,2023-11-12 00:41:00.000,2023-11-12 00:31:00.000,2023-11-12 08:20:00.000,,JFK,AMS,B6,,EY,2023-10-13 03:21:36.000,2023-11-12 01:59:46.000
B6-2288-20231111-JFK-AMS,2023-11-11 19:41:00.000,2023-11-11 19:31:00.000,2023-11-12 09:20:00.000,2023-11-12 09:17:00.000,2023-11-12 00:41:00.000,2023-11-12 00:31:00.000,2023-11-12 08:20:00.000,2023-11-12 08:17:00.000,JFK,AMS,B6,-3,EY,2023-10-13 03:21:36.000,2023-11-12 08:20:14.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:10:45.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 10:10:45.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 12:11:16.000
BA-8461-20240401-LCY-IBZ,2024-04-01 10:55:00.000,2024-04-01 10:59:00.000,2024-04-01 14:20:00.000,,2024-04-01 09:55:00.000,2024-04-01 09:59:00.000,2024-04-01 12:20:00.000,,LCY,IBZ,BA,,DY,2024-03-03 01:26:53.000,2024-04-01 11:51:16.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,OT,2024-06-16 00:33:06.000,2024-07-15 13:48:03.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,2024-07-15 06:40:00.000,2024-07-15 09:15:00.000,2024-07-15 09:00:00.000,2024-07-15 04:45:00.000,2024-07-15 04:40:00.000,2024-07-15 06:15:00.000,2024-07-15 06:00:00.000,CPH,HEL,AY,-15,EY,2024-06-16 00:21:19.000,2024-07-15 17:14:40.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-14 13:54:07.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 08:16:24.000
TP-752-20240715-LIS-CPH,2024-07-15 07:20:00.000,,2024-07-15 12:00:00.000,,2024-07-15 06:20:00.000,,2024-07-15 10:00:00.000,,LIS,CPH,TP,,OT,2024-06-16 00:58:48.000,2024-07-15 09:35:05.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 09:35:13.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,2024-07-15 06:40:00.000,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,2024-07-15 04:40:00.000,2024-07-15 06:15:00.000,,CPH,HEL,AY,,NS,2024-06-16 00:21:19.000,2024-07-15 16:41:06.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,2024-07-15 08:13:00.000,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,2024-07-15 06:13:00.000,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 17:44:14.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,EY,2024-06-16 00:33:06.000,2024-07-15 18:19:08.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,2024-07-15 12:35:00.000,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,2024-07-15 10:35:00.000,2024-07-15 20:55:00.000,,MAD,GIG,BA,,DY,2024-06-16 00:23:08.000,2024-07-16 02:09:00.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,2024-07-16 00:21:00.000,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,2024-07-15 22:21:00.000,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,DY,2024-06-16 00:33:06.000,2024-07-16 03:32:44.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,OT,2024-06-16 00:21:19.000,2024-07-14 21:57:06.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,,2024-07-15 07:30:00.000,,MAD,BCN,IB,,OT,2024-06-16 00:36:28.000,2024-07-15 14:35:32.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,OT,2024-06-16 00:33:06.000,2024-07-15 16:17:32.000
IB-3008-20240715-MAD-BCN,2024-07-15 08:15:00.000,2024-07-15 08:13:00.000,2024-07-15 09:30:00.000,,2024-07-15 06:15:00.000,2024-07-15 06:13:00.000,2024-07-15 07:30:00.000,,MAD,BCN,IB,,EY,2024-06-16 00:36:28.000,2024-07-15 17:22:40.000
AY-962-20240715-CPH-HEL,2024-07-15 06:45:00.000,,2024-07-15 09:15:00.000,,2024-07-15 04:45:00.000,,2024-07-15 06:15:00.000,,CPH,HEL,AY,,,2024-06-16 00:21:19.000,2024-06-16 00:21:19.000
FR-5355-20240715-IBZ-MAD,2024-07-15 23:45:00.000,,2024-07-16 01:05:00.000,,2024-07-15 21:45:00.000,,2024-07-15 23:05:00.000,,IBZ,MAD,FR,,,2024-06-16 00:33:06.000,2024-06-16 00:33:06.000
BA-4209-20240715-MAD-GIG,2024-07-15 12:20:00.000,2024-07-15 12:45:00.000,2024-07-15 17:55:00.000,,2024-07-15 10:20:00.000,2024-07-15 10:45:00.000,2024-07-15 20:55:00.000,,MAD,GIG,BA,,DY,2024-06-16 00:23:08.000,2024-07-15 19:32:02.000
TP-752-20240715-LIS-CPH,2024-07-15 07:20:00.000,2024-07-15 07:20:00.000,2024-07-15 12:00:00.000,,2024-07-15 06:20:00.000,2024-07-15 06:20:00.000,2024-07-15 10:00:00.000,,LIS,CPH,TP,,EY,2024-06-16 00:58:48.000,2024-07-15 17:30:17.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,2024-01-02 06:03:00.000,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,2024-01-02 05:03:00.000,2024-01-02 07:00:00.000,,BCN,FRA,AC,,NS,2023-12-04 01:19:06.000,2024-01-02 07:02:43.000
AC-9183-20240102-BCN-FRA,2024-01-02 05:50:00.000,,2024-01-02 08:00:00.000,,2024-01-02 04:50:00.000,,2024-01-02 07:00:00.000,,BCN,FRA,AC,,OT,2023-12-04 01:19:06.000,2024-01-02 05:05:37.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-11 15:53:44.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,2024-01-11 16:08:00.000,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,2024-01-11 15:08:00.000,2024-01-11 16:30:00.000,,AMS,GDN,KL,,NS,2023-12-13 01:42:45.000,2024-01-11 15:57:07.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,2024-01-11 16:08:00.000,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,2024-01-11 15:08:00.000,2024-01-11 16:30:00.000,,AMS,GDN,KL,,NS,2023-12-13 01:42:45.000,2024-01-11 15:57:39.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,2024-01-11 16:08:00.000,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,2024-01-11 15:08:00.000,2024-01-11 16:30:00.000,,AMS,GDN,KL,,NS,2023-12-13 01:42:45.000,2024-01-11 15:58:00.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,2024-01-11 16:08:00.000,2024-01-11 17:30:00.000,2024-01-11 17:53:00.000,2024-01-11 14:45:00.000,2024-01-11 15:08:00.000,2024-01-11 16:30:00.000,2024-01-11 16:53:00.000,AMS,GDN,KL,23,DY,2023-12-13 01:42:45.000,2024-01-11 16:55:02.000
KL-1704-20240111-MAD-AMS,2024-01-11 16:50:00.000,,2024-01-11 19:35:00.000,,2024-01-11 15:50:00.000,,2024-01-11 18:35:00.000,,MAD,AMS,KL,,,2023-12-13 01:43:00.000,2024-01-09 18:23:54.000
KL-1921-20240111-AMS-GDN,2024-01-11 15:45:00.000,,2024-01-11 17:30:00.000,,2024-01-11 14:45:00.000,,2024-01-11 16:30:00.000,,AMS,GDN,KL,,,2023-12-13 01:42:45.000,2024-01-11 10:06:50.000
IB-8292-20220911-MAD-MLN,2022-09-11 06:40:00.000,,2022-09-11 08:30:00.000,,2022-09-11 04:40:00.000,,2022-09-11 06:30:00.000,,MAD,MLN,IB,,,2022-09-03 00:30:28.000,2022-09-03 00:30:28.000
HO-1306-20221014-HKG-NKG,2022-10-14 17:00:00.000,,2022-10-14 19:30:00.000,,2022-10-14 09:00:00.000,,2022-10-14 11:30:00.000,,HKG,NKG,HO,,NS,2022-10-06 00:43:47.000,2022-10-14 09:41:37.000
